Categories,Key,Item Type,Publication Year,Author,Title,Journal,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Brain,SCQRB2QJ,journalArticle,2009,"Ghosh, D.; Yan, X.; Tian, Q.",Gene regulatory networks in embryonic stem cells and brain development,Birth Defects Res C Embryo Today,,,http://dx.doi.org/10.1002/bdrc.20149,,"Embryonic stem cells (ESCs) are endowed with the ability to generate multiple cell lineages and carry great therapeutic potentials in regenerative medicine. Future application of ESCs in human health and diseases will embark on the delineation of molecular mechanisms that define the biology of ESCs. Here, we discuss how the finite ESC components mediate the intriguing task of brain development and exhibit biomedical potentials to cure diverse neurological disorders.",2009-06,9/14/15 19:03,2/9/16 0:19,,182-91,,2,87,,,,,,,,,,,,,,,,,,,,,*Gene Regulatory Networks; Animals; Brain/*embryology; Brain Neoplasms/genetics; Cell Differentiation/physiology; Embryonic Development/*genetics; Embryonic Stem Cells/*physiology/transplantation; Glioma/genetics; Humans; Mice; Neurulation/*genetics; Pluripotent Stem Cells/*physiology/transplantation; Rats; Stem Cell Transplantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brain,SZ7CFKG6,journalArticle,2015,"Wheeler, M. M.; Ament, S. A.; Rodriguez-Zas, S. L.; Southey, B.; Robinson, G. E.",Diet and endocrine effects on behavioral maturation-related gene expression in the pars intercerebralis of the honey bee brain,The Journal of Experimental Biology,,1477-9145 (Electronic) 0022-0949 (Linking),http://dx.doi.org/10.1242/jeb.119420,,"Nervous and neuroendocrine systems mediate environmental conditions to control a variety of life history traits. Our goal was to provide mechanistic insights as to how neurosecretory signals mediate division of labor in the honey bee (Apis mellifera). Worker division of labor is based on a process of behavioral maturation by individual bees, which involves performing in-hive tasks early in adulthood, then transitioning to foraging for food outside the hive. Social and nutritional cues converge on endocrine factors to regulate behavioral maturation, but whether neurosecretory systems are central to this process is not known. To explore this, we performed transcriptomic profiling of a neurosecretory region of the brain, the pars intercerebralis (PI). We first compared PI transcriptional profiles for bees performing in-hive tasks and bees engaged in foraging. Using these results as a baseline, we then performed manipulative experiments to test whether the PI is responsive to dietary changes and/or changes in juvenile hormone (JH) levels. Results reveal a robust molecular signature of behavioral maturation in the PI, with a subset of gene expression changes consistent with changes elicited by JH treatment. In contrast, dietary changes did not induce transcriptomic changes in the PI consistent with behavioral maturation or JH treatment. Based on these results, we propose a new verbal model of the regulation of division of labor in honey bees in which the relationship between diet and nutritional physiology is attenuated, and in its place is a relationship between social signals and nutritional physiology that is mediated by JH.",2015-12,2/8/16 18:56,2/8/16 18:56,,4005-14,,,218,,J Exp Biol,,,,,,,,eng,,,,,,,,"The following values have no corresponding Zotero field:<br/>auth-address: Department of Entomology, UIUC, Urbana, IL 61801, USA. Institute for Systems Biology, Seattle, WA 98109, USA. Department of Animal Sciences, UIUC, Urbana, IL 61801, USA. Department of Entomology, UIUC, Urbana, IL 61801, USA Institute for Genomic Biology, UIUC, Urbana, IL 61801, USA generobi@illinois.edu.<br/>alt-title: J Exp Biol<br/>number: Pt 24<br/>edition: 2015/11/15<br/>accession-num: 26567353; <p>Wheeler, Marsha M<br/>Ament, Seth A<br/>Rodriguez-Zas, Sandra L<br/>Southey, Bruce<br/>Robinson, Gene E<br/>England<br/>J Exp Biol. 2015 Dec;218(Pt 24):4005-14. doi: 10.1242/jeb.119420. Epub 2015 Nov 13.</p>",,http://www.ncbi.nlm.nih.gov/pubmed/26567353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brain,V2DMI6T6,journalArticle,2015,"Ament, Seth A.; Szelinger, Szabolcs; Glusman, Gustavo; Ashworth, Justin; Hou, Liping; Akula, Nirmala; Shekhtman, Tatyana; Badner, Judith A.; Brunkow, Mary E.; Mauldin, Denise E.; Stittrich, Anna-Barbara; Rouleau, Katherine; Detera-Wadleigh, Sevilla D.; Nurnberger, John I. Jr; Edenberg, Howard J.; Gershon, Elliot S.; Schork, Nicholas; Price, Nathan D.; Gelinas, Richard; Hood, Leroy; Craig, David; McMahon, Francis J.; Kelsoe, John R.; Roach, Jared C.",Rare variants in neuronal excitability genes influence risk for bipolar disorder.,Proceedings of the National Academy of Sciences of the United States of America,,,http://dx.doi.org/10.1073/pnas.1424958112,,"We sequenced the genomes of 200 individuals from 41 families multiply affected with bipolar disorder (BD) to identify contributions of rare variants to genetic risk. We initially focused on 3,087 candidate genes with known synaptic functions or prior evidence from genome-wide association studies. BD pedigrees had an increased burden of rare variants in genes encoding neuronal ion channels, including subunits of GABAA receptors and voltage-gated calcium channels. Four uncommon coding and regulatory variants also showed significant association, including a missense variant in GABRA6. Targeted sequencing of 26 of these candidate genes in an additional 3,014 cases and 1,717 controls confirmed rare variant associations in ANK3, CACNA1B, CACNA1C, CACNA1D, CACNG2, CAMK2A, and NGF. Variants in promoters and 5' and 3' UTRs contributed more strongly than coding variants to risk for BD, both in pedigrees and in the case-control cohort. The genes and pathways identified in this study regulate diverse aspects of neuronal excitability. We conclude that rare variants in neuronal excitability genes contribute to risk for BD.",3/17/15,2/8/16 23:45,2/9/16 0:19,,3576-3581,,11,112,,"PNAS, Proceedings of the National Academy of Sciences",,,,,,,,eng,,,,,,,,,,,"*Genetic Predisposition to Disease; *Genetic Variation; Bipolar Disorder/*genetics/*physiopathology; Case-Control Studies; European Continental Ancestry Group/genetics; Female; Genetic Association Studies; Humans; Male; Neurons/*physiology; Pedigree; Polymorphism, Single Nucleotide/genetics; Risk Factors; Signal Transduction/genetics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brain,WEEXJHI7,journalArticle,2004,"Trushina, E.; Dyer, R. B.; Badger, 2nd; Ure, D.; Eide, L.; Tran, D. D.; Vrieze, B. T.; Legendre-Guillemin, V.; McPherson, P. S.; Mandavilli, B. S.; Van Houten, B.; Zeitlin, S.; McNiven, M.; Aebersold, R.; Hayden, M.; Parisi, J. E.; Seeberg, E.; Dragatsis, I.; Doyle, K.; Bender, A.; Chacko, C.; McMurray, C. T.",Mutant huntingtin impairs axonal trafficking in mammalian neurons in vivo and in vitro,Molecular and Cellular Biology,,,http://dx.doi.org/10.1128/MCB.24.18.8195-8209.2004,,"Recent data in invertebrates demonstrated that huntingtin (htt) is essential for fast axonal trafficking. Here, we provide direct and functional evidence that htt is involved in fast axonal trafficking in mammals. Moreover, expression of full-length mutant htt (mhtt) impairs vesicular and mitochondrial trafficking in mammalian neurons in vitro and in whole animals in vivo. Particularly, mitochondria become progressively immobilized and stop more frequently in neurons from transgenic animals. These defects occurred early in development prior to the onset of measurable neurological or mitochondrial abnormalities. Consistent with a progressive loss of function, wild-type htt, trafficking motors, and mitochondrial components were selectively sequestered by mhtt in human Huntingtonâ€°Ã›Âªs disease-affected brain. Data provide a model for how loss of htt function causes toxicity; mhtt-mediated aggregation sequesters htt and components of trafficking machinery leading to loss of mitochondrial motility and eventual mitochondrial dysfunction.",2004-09,9/14/15 19:02,2/9/16 0:19,,8195-209,,18,24,,,,,,,,,,,,,,,,,,,,,*Mutation; Aging/metabolism/pathology; Animals; Axonal Transport/genetics/*physiology; Base Sequence; Brain/metabolism; DNA/genetics; Electron; Humans; Huntington Disease/genetics/metabolism; Knockout; Mice; Microscopy; Mitochondria/metabolism/ultrastructure; Models; Movement; Nerve Tissue Proteins/deficiency/*genetics/*metabolism; Neurological; Neurons/*metabolism/ultrastructure; Nuclear Proteins/deficiency/*genetics/*metabolism; Recombinant Proteins/genetics/metabolism; Transgenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brain,36QCRUWA,journalArticle,2016,"Allen, Mariet; Burgess, Jeremy D.; Ballard, Travis; Serie, Daniel; Wang, Xue; Younkin, Curtis S.; Sun, Zhifu; Kouri, Naomi; Baheti, Saurabh; Wang, Chen; Carrasquillo, Minerva M.; Nguyen, Thuy; Lincoln, Sarah; Malphrus, Kimberly; Murray, Melissa; Golde, Todd E.; Price, Nathan D.; Younkin, Steven G.; Schellenberg, Gerard D.; Asmann, Yan; Ordog, Tamas; Crook, Julia; Dickson, Dennis; Ertekin-Taner, NilÃŒ_fer","Gene expression, methylation and neuropathology correlations at progressive supranuclear palsy risk loci",Acta Neuropathologica,,1432-0533,http://dx.doi.org/10.1007/s00401-016-1576-7,,"To determine the effects of single nucleotide polymorphisms (SNPs) identified in a genome-wide association study of progressive supranuclear palsy (PSP), we tested their association with brain gene expression, CpG methylation and neuropathology. In 175 autopsied PSP subjects, we performed associations between seven PSP risk variants and temporal cortex levels of 20 genes in-cis, within Ã¥Â±100Ã¥ÃŠkb. Methylation measures were collected using reduced representation bisulfite sequencing in 43 PSP brains. To determine whether SNP/expression associations are due to epigenetic modifications, CpG methylation levels of associated genes were tested against relevant variants. Quantitative neuropathology endophenotypes were tested for SNP associations in 422 PSP subjects. Brain levels of LRRC37A4 and ARL17B were associated with rs8070723; MOBP with rs1768208 and both ARL17A and ARL17B with rs242557. Expression associations for LRRC37A4 and MOBP were available in an additional 100 PSP subjects. Meta-analysis revealed highly significant associations for PSP risk alleles of rs8070723 and rs1768208 with higher LRRC37A4 and MOBP brain levels, respectively. Methylation levels of one CpG in the 3' region of ARL17B associated with rs242557 and rs8070723. Additionally, methylation levels of an intronic ARL17A CpG associated with rs242557 and that of an intronic MOBP CpG with rs1768208. MAPT and MOBP region risk alleles also associated with higher levels of neuropathology. Strongest associations were observed for rs242557/coiled bodies and tufted astrocytes; and for rs1768208/coiled bodies and tau threads. These findings suggest that PSP variants at MAPT and MOBP loci may confer PSP risk via influencing gene expression and tau neuropathology. MOBP, LRRC37A4, ARL17A and ARL17B warrant further assessment as candidate PSP risk genes. Our findings have implications for the mechanism of action of variants at some of the top PSP risk loci.",4/26/16,5/6/16 19:10,5/9/16 20:41,,,,,,,Acta Neuropathol.,,,,,,,,ENG,,,,,PubMed,,PMID: 27115769,,,http://www.ncbi.nlm.nih.gov/pubmed/27115769,,association; Brain tissue; Epigenetic; Genetic risk; Neuropathology traits; Progressive supranuclear palsy; transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brain, P4 Medicine",3Q7CIT3J,journalArticle,2014,"Lalli, Matthew A.; Cox, Hannah C.; Arcila, Mary L.; Cadavid, Liliana; Moreno, Sonia; Garcia, Gloria; Madrigal, Lucia; Reiman, Eric M.; Arcos-Burgos, Mauricio; Bedoya, Gabriel; Brunkow, Mary E.; Glusman, Gustavo; Roach, Jared C.; Hood, Leroy; Kosik, Kenneth S.; Lopera, Francisco",Origin of the PSEN1 E280A mutation causing early-onset Alzheimer's disease,Alzheimer's & Dementia: The Journal of the Alzheimer's Association,,1552-5279,http://dx.doi.org/10.1016/j.jalz.2013.09.005,,"BACKGROUND: A mutation in presenilin 1 (E280A) causes early-onset Alzheimer's disease. Understanding the origin of this mutation will inform medical genetics. METHODS: We sequenced the genomes of 102 individuals from Antioquia, Colombia. We applied identity-by-descent analysis to identify regions of common ancestry. We estimated the age of the E280A mutation and the local ancestry of the haplotype harboring this mutation. RESULTS: All affected individuals share a minimal haplotype of 1.8Ã¥ÃŠMb containing E280A. We estimate a time to most recent common ancestor of E280A of 10 (95% credible interval, 7.2-12.6) generations. We date the de novo mutation event to 15 (95% credible interval, 11-25) generations ago. We infer a western European geographic origin of the shared haplotype. CONCLUSIONS: The age and geographic origin of E280A are consistent with a single founder dating from the time of the Spanish Conquistadors who began colonizing Colombia during the early 16th century.",2014-10,2/5/16 22:14,2/9/16 0:19,,S277-S283.e10,,5 Suppl,10,,Alzheimers Dement,,,,,,,,eng,,,,,PubMed,,PMID: 24239249 PMCID: PMC4019728,,,,,Age of Onset; Alzheimer Disease; Alzheimerâ€°Ã›Âªs disease; Colombia; European Continental Ancestry Group; Founder Effect; Genetic Predisposition to Disease; Haplotypes; Humans; Inheritance Patterns; Mutation; population genetics; Presenilin-1; PSEN1; whole-genome sequencing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brain, P4 Medicine",6H9HMC3G,journalArticle,2014,"Krishna, Abhimanyu; Biryukov, Maria; Trefois, Christophe; Antony, Paul M. A.; Hussong, Rene; Lin, Jake; HeinÃŒ_niemi, Merja; Glusman, Gustavo; KÃŒÂ¦glsberger, Sandra; Boyd, Olga; van den Berg, Bart H. J.; Linke, Dennis; Huang, David; Wang, Kai; Hood, Leroy; Tholey, Andreas; Schneider, Reinhard; Galas, David J.; Balling, Rudi; May, Patrick",Systems genomics evaluation of the SH-SY5Y neuroblastoma cell line as a model for Parkinson's disease,BMC Genomics,,1471-2164,http://dx.doi.org/10.1186/1471-2164-15-1154,,"BACKGROUND: The human neuroblastoma cell line, SH-SY5Y, is a commonly used cell line in studies related to neurotoxicity, oxidative stress, and neurodegenerative diseases. Although this cell line is often used as a cellular model for Parkinson's disease, the relevance of this cellular model in the context of Parkinson's disease (PD) and other neurodegenerative diseases has not yet been systematically evaluated. RESULTS: We have used a systems genomics approach to characterize the SH-SY5Y cell line using whole-genome sequencing to determine the genetic content of the cell line and used transcriptomics and proteomics data to determine molecular correlations. Further, we integrated genomic variants using a network analysis approach to evaluate the suitability of the SH-SY5Y cell line for perturbation experiments in the context of neurodegenerative diseases, including PD. CONCLUSIONS: The systems genomics approach showed consistency across different biological levels (DNA, RNA and protein concentrations). Most of the genes belonging to the major Parkinson's disease pathways and modules were intact in the SH-SY5Y genome. Specifically, each analysed gene related to PD has at least one intact copy in SH-SY5Y. The disease-specific network analysis approach ranked the genetic integrity of SH-SY5Y as higher for PD than for Alzheimer's disease but lower than for Huntington's disease and Amyotrophic Lateral Sclerosis for loss of function perturbation experiments.",2014,2/5/16 22:14,2/9/16 0:19,,1154,,,15,,BMC Genomics,,,,,,,,eng,,,,,PubMed,,PMID: 25528190 PMCID: PMC4367834,,,http://www.ncbi.nlm.nih.gov/pubmed/25528190,,"Cell Line, Tumor; DNA Copy Number Variations; DNA Transposable Elements; Gene Expression Profiling; Genetic Variation; Genomics; Humans; INDEL Mutation; Neuroblastoma; Parkinson Disease; Proteomics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brain, Proteomics",GZEQVGKN,journalArticle,2005,"Zhang, J.; Goodlett, D. R.; Quinn, J. F.; Peskind, E.; Kaye, J. A.; Zhou, Y.; Pan, C.; Yi, E.; Eng, J.; Wang, Q.; Aebersold, R.; Montine, T. J.",Quantitative proteomics of cerebrospinal fluid from patients with Alzheimer disease,Journal of Alzheimer's Disease,,,,,"Biomarkers to assist in the diagnosis and medical management of Alzheimer disease (AD) are a pressing need. We have employed a proteomic approach, microcapillary liquid chromatography mass spectrometry of proteins labeled with isotope-coded affinity tags (ICAT), to quantify relative changes in the proteome of human cerebrospinal fluid (CSF) obtained from the lumbar cistern. Using CSF from well-characterized AD patients and age-matched controls at 2 different institutions, we quantified protein concentration ratios of 42% of the 390 CSF proteins that we have identified and found differences > or = 20% in over half of them. We confirmed our findings by western blot and validated this approach by quantifying relative levels of amyloid precursor protein and cathepsin B in 17 AD patients and 16 control individuals. Quantitative proteomics of CSF from AD patients compared to age-matched controls, as well as from other neurodegenerative diseases, will allow us to generate a roster of proteins that may serve as specific biomarker panels for AD and other geriatric dementias.",2005-04,9/14/15 19:02,2/9/16 0:19,,125-33; discussion 173-80,,2,7,,,,,,,,,,,,,,,,,,,,,Adult; Alzheimer Disease/*cerebrospinal fluid; Biological Markers/*cerebrospinal fluid; Blotting; Cell Fractionation; Female; Gas Chromatography-Mass Spectrometry; Humans; Male; Middle Aged; Proteome/*analysis; Proteomics/methods; Western,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brain, P4 Medicine",BSTPKAZW,bookSection,2004,"Moises, H., T. Zoega, L. Li, and L. Hood",Genes and Neurodevelopment in Schizophrenia,"Behavior Genetics Principles: Perspectives in Development, Personality, and Psycophathology",,,,,,2004,9/14/15 19:02,2/9/16 0:19,,145-157,,,,,,,,,,,American Psychological Association Press,"Washington, D.C.",,,,,,,,,"The following values have no corresponding Zotero field:<br/>periodical: Behavior Genetics Principles: Perspectives in Development, Personality, and Psycophathology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancers,7ZH5SCAG,journalArticle,2012,"Plaisier, C. L.; Baliga, N. S.",Harnessing the power of human tumor-derived cell lines for the rational design of cancer therapies,Pigment Cell & Melanoma Research,,,http://dx.doi.org/10.1111/j.1755-148X.2012.01020.x,,,2012-07,9/14/15 19:04,2/9/16 0:19,,406-8,,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancers,8FAH6CNU,journalArticle,2015,"Geman, Donald; Ochs, Michael; Price, Nathan D.; Tomasetti, Cristian; Younes, Laurent",Harnessing the power of human tumor-derived cell lines for the rational design of cancer therapies,Human Genetics,,,http://dx.doi.org/10.1007/s00439-014-1501-x,,"cancers is perhaps the prototypical systems disease, and as such has been the focus of extensive study in quantitative systems biology. However, translating these programs into personalized clinical care remains elusive and incomplete. In this perspective, we argue that realizing this agenda-in particular, predicting disease phenotypes, progression and treatment response for individuals-requires going well beyond standard computational and bioinformatics tools and algorithms. It entails designing global mathematical models over network-scale configurations of genomic states and molecular concentrations, and learning the model parameters from limited available samples of high-dimensional and integrative omics data. As such, any plausible design should accommodate: biological mechanism, necessary for both feasible learning and interpretable decision making; stochasticity, to deal with uncertainty and observed variation at many scales; and a capacity for statistical inference at the patient level. This program, which requires a close, sustained collaboration between mathematicians and biologists, is illustrated in several contexts, including learning biomarkers, metabolism, cell signaling, network inference and tumorigenesis.",2015-05,2/8/16 23:45,2/9/16 0:19,,479-495,,5,134,,Human Genetics,,,,,,,,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancers,8GIJ84AM,journalArticle,2006,"True, L.; Coleman, I.; Hawley, S.; Huang, C. Y.; Gifford, D.; Coleman, R.; Beer, T. M.; Gelmann, E.; Datta, M.; Mostaghel, E.; Knudsen, B.; Lange, P.; Vessella, R.; Lin, D.; Hood, L.; Nelson, P. S.",A molecular correlate to the Gleason grading system for prostate adenocarcinoma,Proceedings of the National Academy of Sciences,,,http://dx.doi.org/10.1073/pnas.0603678103,,"Adenocarcinomas of the prostate can be categorized into tumor grades based on the extent to which the cancerss histologically resemble normal prostate glands. Because grades are surrogates of intrinsic tumor behavior, characterizing the molecular phenotype of grade is of potential clinical importance. To identify molecular alterations underlying prostate cancers grades, we used microdissection to obtain specific cohorts of cancers cells corresponding to the most common Gleason patterns (patterns 3, 4, and 5) from 29 radical prostatectomy samples. We paired each cancers sample with matched benign lumenal prostate epithelial cells and profiled transcript abundance levels by microarray analysis. We identified an 86-gene model capable of distinguishing low-grade (pattern 3) from high-grade (patterns 4 and 5) cancerss. This model performed with 76% accuracy when applied to an independent set of 30 primary prostate carcinomas. Using tissue microarrays comprising >800 prostate samples, we confirmed a significant association between high levels of monoamine oxidase A expression and poorly differentiated cancerss by immunohistochemistry. We also confirmed grade-associated levels of defender against death (DAD1) protein and HSD17 beta4 transcripts by immunohistochemistry and quantitative RT-PCR, respectively. The altered expression of these genes provides functional insights into grade-associated features of therapy resistance and tissue invasion. Furthermore, in identifying a profile of 86 genes that distinguish high- from low-grade carcinomas, we have generated a set of potential targets for modulating the development and progression of the lethal prostate cancers phenotype.",7/18/06,9/14/15 19:02,2/9/16 0:19,,10991-6,,29,103,,,,,,,,,,,,,,,,,,,,,Adenocarcinoma/classification/ genetics/metabolism/ pathology; Biological/ genetics; Gene Expression Profiling; Gene Expression Regulation; Humans; Immunohistochemistry; Male; Neoplasm Staging; Neoplastic; Prostatic Neoplasms/classification/ genetics/metabolism/ pathology; Tumor Markers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
